,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
628,Bob,-5.04846,-15.44047,-0.0767,-1.3482299999999998,3.59436,GMMs and Accordions,-8.00654,20.93471,-75.05982,6.8567300000000015,-20.07261,False
618,Bob,-34.86325,-15.44091,0.81143,-7.34081,5.16626,GMMs and Accordions,-2.5045900000000003,-2.24101,-78.47885,6.3598,-20.07318,False
370,Atsuto,-31.14522,-15.34514,0.48247,5.0331800000000015,0.97638,Bayesian Inference,0.48449,-7.338030000000002,-77.89780999999998,6.08526,-19.94868,False
23,Atsuto,-6.23107,-15.370070000000002,-0.20199,14.1456,8.2439,Bayesian Inference,6.12046,-15.74669,-76.57548,8.83387,-19.98109,False
30,Jorg,-32.59104,-15.43499,0.73033,5.62028,3.4536,Bayesian Inference,-5.13344,17.58425,-72.44575,4.60161,-20.06549,False
757,Bob,-32.99626,-15.38721,0.63347,-11.59819,-0.32457,GMMs and Accordions,-3.1719999999999997,-2.15561,-79.76076,6.80185,-20.00338,False
10,Jorg,-30.04746,-15.39323,0.5594399999999999,12.98793,0.85595,Bayesian Inference,-18.04556,-49.37976,-76.68708000000002,9.78892,-20.0112,False
514,Jorg,-33.74186,-15.37302,0.62329,0.49071,-4.60516,Bayesian Inference,-4.97306,-25.68181,-77.86026,7.2545899999999985,-19.98493,False
737,Bob,7.14762,-15.39127,-0.55174,19.60326,-4.86688,GMMs and Accordions,-1.05101,-15.50094,-78.54098,6.91918,-20.00865,True
598,Atsuto,-21.70774,-15.45191,0.44507,6.90033,-0.34082,Bayesian Inference,-10.47925,-16.92359,-77.46368000000002,8.448,-20.08748,False
810,Atsuto,-26.596020000000006,-15.36587,0.39438,10.51657,-4.42467,Bayesian Inference,11.54406,-5.13591,-74.34629,5.79749,-19.97563,False
551,Bob,-6.07272,-15.4779,0.03911,9.79189,-6.16236,Bayesian Inference,18.5795,-50.41446,-79.08027,8.24268,-20.121270000000006,False
620,Jorg,-5.74429,-15.39066,-0.16955,10.03424,4.44675,Bayesian Inference,23.04844,-15.67003,-76.43561,9.6263,-20.00785,False
334,Bob,-19.675320000000006,-15.38984,0.24311,-5.58027,-10.47827,GMMs and Accordions,20.21561,-42.28665,-76.64237,9.50826,-20.0068,False
237,Shoogee,-3.3942900000000003,-15.47244,-0.05303,3.23555,-2.94521,Bayesian Inference,-4.6979,-13.24455,-75.84982,6.95792,-20.11417,False
591,Atsuto,-7.268110000000001,-15.49635,0.11675,8.18799,-0.2564,Bayesian Inference,6.17586,-0.29103,-72.85802,5.68631,-20.14526,False
198,Jorg,-9.64348,-15.42561,0.02615,25.41575,-6.04927,Bayesian Inference,20.44719,11.49944,-75.96779000000002,6.64151,-20.05329,False
430,Bob,-9.02048,-15.48534,0.14378,5.9989,-4.843,Bayesian Inference,6.2682,3.29647,-79.81002,7.34335,-20.13094,False
363,Bob,-31.71131,-15.42614,0.68397,10.52668,4.38665,Bayesian Inference,12.59149,-5.27803,-78.07817,7.97658,-20.05398,False
532,Jorg,-10.04341,-15.36478,-0.10061,14.470579999999998,1.5627,Bayesian Inference,4.96706,-16.73657,-77.8558,8.52667,-19.974220000000006,False
404,Atsuto,-22.513070000000006,-15.37417,0.2918,5.559819999999998,9.78991,Bayesian Inference,-7.81573,-25.84509,-76.26913,8.4817,-19.98641,False
96,Jorg,-33.11807,-15.38346,0.62854,-6.04066,-3.51771,GMMs and Accordions,19.66933,-7.85658,-76.05923,7.88986,-19.9985,False
583,Atsuto,4.67836,-15.50095,-0.22822,17.41003,-2.26619,GMMs and Accordions,-0.10381,7.825539999999998,-73.94966,8.18058,-20.15124,True
723,Bob,9.95197,-15.49239,-0.40467,15.19348,0.07836,GMMs and Accordions,5.17964,-19.29069,-78.8399,8.67915,-20.1401,True
832,Atsuto,-24.66768,-15.35991,0.32342,9.79568,-4.32767,Bayesian Inference,9.46023,2.5106,-78.07892,8.75037,-19.96789,False
235,Jorg,-20.07138,-15.36438,0.19683,-1.27879,-9.23665,GMMs and Accordions,7.03135,14.07928,-76.34834000000002,7.75006,-19.97369,False
312,Bob,-12.74489,-15.434970000000002,0.13977,17.28527,5.4337,Bayesian Inference,-10.00558,8.79673,-77.31951,7.63894,-20.06546,False
673,Bob,-39.57121,-15.34915,0.74233,25.25294,-2.59484,Bayesian Inference,-4.95547,7.5968,-79.72237,7.3815,-19.9539,False
937,Shoogee,-5.4092,-15.51812,0.11106,12.49312,2.70115,Bayesian Inference,-18.60344,7.80213,-77.25851,6.8837100000000015,-20.17355,False
39,Jorg,-29.53498,-15.38049,0.51515,0.25502,-1.45039,Bayesian Inference,-2.40239,9.80442,-75.03548,4.4695,-19.99464,False
213,Atsuto,-30.47179,-15.39354,0.57277,10.67211,-8.36881,Bayesian Inference,-7.2909,22.60583,-74.95936999999998,7.958239999999999,-20.0116,False
482,Atsuto,4.59357,-15.51574,-0.19198,13.01406,-0.96865,GMMs and Accordions,-4.4499900000000014,-23.38118,-74.10168,11.83951,-20.17046,True
933,Jorg,-14.19796,-15.42959,0.17074,-6.51107,4.98159,GMMs and Accordions,-25.54592,-14.31122,-75.63271999999998,11.19373,-20.05847,False
66,Atsuto,-33.45,-15.37202,0.61232,8.46557,-0.28902,Bayesian Inference,-10.06256,1.90092,-73.77937,7.92242,-19.98362,False
924,Atsuto,-4.12076,-15.48989,0.00837,15.03614,-3.97667,Bayesian Inference,10.43314,3.76819,-74.18871,7.432639999999999,-20.13686,False
67,Atsuto,-22.19162,-15.50646,0.5838399999999999,4.09571,-3.70292,Bayesian Inference,12.3426,-11.37472,-76.26862,8.80118,-20.1584,False
883,Atsuto,-28.19534,-15.34721,0.39942,14.9059,3.90593,Bayesian Inference,5.45342,-14.0319,-78.94745999999998,9.57365,-19.95137,False
485,Jorg,-45.02309,-15.326579999999998,0.85309,6.90247,-8.941880000000003,Bayesian Inference,-25.2781,-30.94766,-78.86346999999998,7.56889,-19.92456,False
168,Atsuto,-33.49968,-15.34153,0.5443,5.68773,-2.81412,Bayesian Inference,8.33774,2.52101,-78.62789000000002,7.5449199999999985,-19.94399,False
318,Atsuto,-29.16866,-15.49743,0.77084,5.56895,1.49676,Bayesian Inference,7.0442100000000005,21.21091,-77.09328000000002,7.75829,-20.14666,False
687,Jorg,-18.62062,-15.35771,0.13847,22.7337,1.06493,Bayesian Inference,-8.88269,-39.98796,-77.24274,10.8095,-19.96503,False
362,Jorg,-19.28748,-15.35565,0.15362,15.39914,-5.49179,Bayesian Inference,3.02186,-17.71301,-75.00733000000002,4.54027,-19.96235,False
581,Jorg,-30.56614,-15.396770000000002,0.58294,3.77474,-8.09188,Bayesian Inference,7.61412,-4.8421400000000006,-76.06864,9.13124,-20.0158,False
215,Bob,-11.07656,-15.47759,0.18729,25.33407,-0.92235,Bayesian Inference,9.95966,-15.6093,-80.47994,7.712999999999999,-20.12086,False
806,Bob,16.787679999999998,-15.411270000000002,-0.79299,26.703190000000006,-2.83426,GMMs and Accordions,-7.55014,18.05831,-77.12359000000002,7.6683,-20.03465,True
294,Jorg,-8.0285,-15.410520000000002,-0.0563,-1.25424,-2.8177,GMMs and Accordions,-7.89439,30.23063,-75.38578000000003,7.363389999999999,-20.03367,False
88,Bob,-33.9544,-15.47009,0.8509200000000001,22.59375,0.85226,Bayesian Inference,4.16766,1.33535,-77.64157,6.9042,-20.11112,False
63,Bob,2.5018700000000003,-15.41707,-0.3547,12.74475,-6.6347,GMMs and Accordions,5.4541900000000005,-9.01334,-79.46296,6.644139999999998,-20.04219,True
905,Bob,20.38842,-15.49914,-0.6998,21.13683,-0.51973,GMMs and Accordions,-3.2719,7.1905800000000015,-79.90608,7.42943,-20.14888,True
710,Bob,-27.53281,-15.477670000000002,0.67713,16.66129,0.76666,Bayesian Inference,-7.084339999999999,4.74624,-76.87286,7.76541,-20.12097,False
597,Atsuto,-30.34242,-15.4207,0.63083,4.02243,5.56507,Bayesian Inference,2.40254,7.00644,-77.34006,7.52463,-20.0469,False
895,Bob,-27.06941,-15.41023,0.50959,10.90281,-0.33089,Bayesian Inference,7.53938,-13.1151,-78.55699,8.1635,-20.0333,False
210,Atsuto,-38.65473,-15.39951,0.82985,21.30542,-6.23488,Bayesian Inference,5.19937,-16.49987,-78.096,9.1629,-20.01936,False
652,Atsuto,-29.70174,-15.3555,0.46315,22.81181,-0.25317,Bayesian Inference,6.3574,10.05306,-72.90185,7.2151,-19.96215,False
817,Jorg,-30.51042,-15.43026,0.65763,22.94866,-2.53798,Bayesian Inference,-3.44935,-10.70676,-77.98051,7.42052,-20.05933,False
954,Shoogee,-2.89417,-15.47853,-0.054020000000000006,1.5595,-0.5090100000000001,Bayesian Inference,11.93023,0.24646,-74.70023,5.5354,-20.12209,False
209,Shoogee,-7.040889999999999,-15.49008,0.0957,12.50913,1.42433,Bayesian Inference,8.67009,18.58003,-74.25538,6.0274199999999984,-20.13711,False
874,Bob,-9.96417,-15.49085,0.18442,11.08476,4.5707,Bayesian Inference,-15.01115,21.33535,-78.72014,8.375160000000001,-20.1381,False
947,Bob,-21.64208,-15.40887,0.34501,16.53205,-4.58506,Bayesian Inference,17.3923,-40.38977,-77.57582,7.67191,-20.03154,False
980,Shoogee,4.724,-15.59274,-0.02034,20.15342,-6.34491,GMMs and Accordions,-9.8427,-7.77073,-73.15413000000002,5.193,-20.27056,True
307,Atsuto,-28.96048,-15.43074,0.6126199999999999,-6.7458800000000005,-6.67212,GMMs and Accordions,-9.4829,21.20515,-72.63552,6.61039,-20.05996,False
86,Jorg,-4.65425,-15.38161,-0.22261,24.42574,5.1665199999999984,Bayesian Inference,18.40751,50.13871,-76.69739,7.68503,-19.99609,False
665,Jorg,1.92434,-15.45119,-0.25972,17.71186,6.6005,GMMs and Accordions,2.78018,62.74113000000001,-78.41374,10.62625,-20.08655,True
519,Bob,-11.10299,-15.37479,-0.04629,9.47972,-2.9024400000000004,Bayesian Inference,7.11943,-15.66218,-78.38866,8.36585,-19.98722,False
930,Bob,20.6968,-15.470820000000002,-0.77354,21.59123,-1.50509,GMMs and Accordions,-6.767060000000002,9.30562,-76.03823,7.941039999999999,-20.11206,True
625,Jorg,-41.50005,-15.3453,0.79094,0.91306,2.8166900000000004,Bayesian Inference,3.93034,8.82174,-76.9526,9.09181,-19.94889,False
568,Jorg,-40.64955,-15.38004,0.8448399999999999,12.9998,4.0372,Bayesian Inference,-17.75607,-33.08563,-75.7354,5.14325,-19.99406,False
518,Bob,9.92643,-15.49931,-0.38811,11.4112,9.08628,GMMs and Accordions,-15.38558,37.68288,-77.27472,7.43608,-20.14911,True
554,Bob,-29.87353,-15.40906,0.59036,-3.92861,-0.36875,GMMs and Accordions,-7.53689,12.81588,-78.46509,7.971710000000002,-20.03178,False
919,Bob,0.92089,-15.500229999999998,-0.11805999999999997,25.98358,-3.2206900000000003,GMMs and Accordions,11.41386,-15.57326,-82.83377,8.67132,-20.1503,True
254,Jorg,-15.00435,-15.37781,0.07669,11.74106,13.71333,Bayesian Inference,15.508870000000002,80.92004,-77.30154,9.20996,-19.99115,False
221,Atsuto,-19.46226,-15.4562,0.38805,8.906189999999997,6.418830000000002,Bayesian Inference,4.12573,5.2206,-72.53523,7.40278,-20.09306,False
992,Atsuto,-11.49117,-15.47201,0.18692,18.22867,-2.13032,Bayesian Inference,-2.05999,-12.57873,-76.38773,7.38709,-20.11362,False
896,Bob,-10.9647,-15.41629,0.04422,23.57399,3.07751,Bayesian Inference,0.16405999999999998,-7.43615,-78.63691999999998,6.86868,-20.04118,False
436,Atsuto,-4.07856,-15.44832,-0.08765,4.23813,-3.58828,Bayesian Inference,4.83969,17.24209,-77.70532,7.1372800000000005,-20.08282,False
872,Bob,-23.47724,-15.40417,0.3889,22.2484,4.05155,Bayesian Inference,-16.637970000000006,20.91187,-78.33589,7.781639999999999,-20.02543,False
501,Jorg,-13.56274,-15.35599,-0.01594,33.82674,4.23214,Bayesian Inference,8.02988,-16.59026,-73.09976999999998,6.791289999999999,-19.96279,False
717,Bob,-1.3829,-15.42679,-0.21694,5.40577,-0.02292,Bayesian Inference,4.51415,-12.55079,-76.37189000000002,6.43578,-20.05483,False
844,Jorg,-3.41707,-15.43929,-0.12792,3.99698,2.70349,Bayesian Inference,13.42084,52.91141,-76.71601,11.96574,-20.07108,False
259,Shoogee,-8.408439999999999,-15.48075,0.1151,-0.49543,-9.87246,GMMs and Accordions,-0.41058,5.6649699999999985,-74.24032,5.64409,-20.12497,False
990,Atsuto,-29.50938,-15.340979999999998,0.42431,1.87253,11.14118,Bayesian Inference,5.15474,-18.01932,-77.56286999999998,7.67766,-19.94327,False
526,Bob,-35.7992,-15.4308,0.81623,8.35416,-11.3872,Bayesian Inference,-7.72458,12.27916,-79.83675,9.26307,-20.06004,False
55,Bob,4.08271,-15.467,-0.28789000000000003,27.0405,-3.20369,GMMs and Accordions,-12.90385,17.09463,-77.57689,7.2512,-20.1071,True
601,Bob,-16.77672,-15.35316,0.07324,16.00486,5.76621,Bayesian Inference,-0.6318,-9.7076,-78.60389,7.4133,-19.95911,False
531,Shoogee,1.7855299999999998,-15.5759,0.02872,21.3391,7.345280000000002,GMMs and Accordions,4.65578,-13.86701,-74.8725,6.39755,-20.24867,True
120,Bob,-25.61417,-15.47984,0.625,-15.37305,-7.0888300000000015,GMMs and Accordions,-10.99492,17.56456,-77.5678,8.15965,-20.1238,False
783,Shoogee,-5.51463,-15.46642,-0.00367,8.64215,5.65069,Bayesian Inference,-9.93763,-21.418470000000006,-74.89966,5.28564,-20.10634,False
25,Shoogee,2.06526,-15.59968,0.07462,9.3742,-7.65411,GMMs and Accordions,-3.4645,-19.12423,-73.96099,7.21852,-20.27959,True
72,Shoogee,3.01357,-15.58365,0.00986,2.83886,2.22331,GMMs and Accordions,16.34265,-6.01922,-77.03716999999997,6.09618,-20.25875,True
44,Atsuto,-27.58461,-15.37054,0.43444,32.61372,6.92943,Bayesian Inference,-11.62588,4.5145800000000005,-78.56389,9.14792,-19.9817,False
231,Bob,14.869279999999998,-15.486770000000002,-0.56377,-5.49736,7.59615,Bayesian Inference,-4.08772,14.152820000000002,-74.10606,7.68478,-20.13281,True
352,Jorg,-28.230320000000006,-15.42404,0.5756100000000001,19.22018,2.3790400000000003,Bayesian Inference,-13.766470000000002,28.22557,-76.8923,8.057269999999999,-20.05125,False
275,Atsuto,-9.78783,-15.360029999999998,-0.11905,19.45563,-1.39846,Bayesian Inference,-0.37134,15.01022,-79.11650999999998,7.00695,-19.96804,False
289,Bob,-28.28061,-15.4487,0.6333300000000001,16.45378,0.4719100000000001,Bayesian Inference,5.05117,-24.21572,-77.55468,6.8623699999999985,-20.08331,False
675,Jorg,-17.22296,-15.35189,0.08361,13.1345,-0.66942,Bayesian Inference,19.75825,7.1870699999999985,-77.80414,8.655439999999999,-19.95746,False
668,Atsuto,-22.98982,-15.415779999999998,0.40087,-5.72844,6.0406900000000014,GMMs and Accordions,-6.33616,-12.70465,-79.13263,8.0686,-20.04052,False
310,Bob,6.52796,-15.489529999999998,-0.30929,19.11999,3.61167,GMMs and Accordions,6.76035,4.16951,-78.71701999999998,4.88091,-20.13639,True
549,Atsuto,-20.99717,-15.451770000000002,0.4236,1.37911,0.6431899999999999,Bayesian Inference,4.8076,-12.81829,-77.68063000000002,8.040980000000001,-20.0873,False
697,Atsuto,-21.02746,-15.48824,0.50765,2.39738,-0.77747,Bayesian Inference,-4.7908,12.28009,-73.40529000000002,7.69278,-20.13471,False
478,Atsuto,-27.94196,-15.44366,0.61175,11.25498,-5.80739,Bayesian Inference,0.5017,1.34509,-76.42519,6.08009,-20.07675,False
218,Atsuto,-1.42755,-15.49229,-0.0663,9.48575,7.24838,Bayesian Inference,7.506289999999999,-5.18808,-77.85053,7.085939999999999,-20.13997,False
266,Shoogee,-1.62269,-15.524729999999998,0.01348,-3.35395,-3.71952,GMMs and Accordions,-7.20069,33.28341,-74.59675,5.69712,-20.18215,False
936,Bob,-24.92003,-15.36053,0.33233,13.9728,-2.80988,Bayesian Inference,-9.87604,15.77697,-77.55275999999998,8.56223,-19.96869,False
286,Shoogee,-0.24544,-15.58335,0.10612,19.3206,-0.2148,Bayesian Inference,-9.43447,-17.77604,-75.76791999999998,4.84659,-20.25835,False
346,Atsuto,-5.03192,-15.42452,-0.11354000000000003,20.16523,-2.6825900000000003,Bayesian Inference,-1.05367,6.36902,-74.95084,8.51794,-20.05188,False
60,Bob,12.26258,-15.49041,-0.47792,1.1511,-6.47956,GMMs and Accordions,2.69328,-0.44298,-77.8572,7.17185,-20.13753,True
462,Atsuto,-22.90008,-15.41841,0.40418,11.30201,-3.66648,Bayesian Inference,-7.7837,-16.294970000000006,-77.58252,8.14521,-20.04393,False
993,Bob,-26.46052,-15.44049,0.56045,7.28857,0.44259,Bayesian Inference,-11.69063,14.803920000000002,-78.42092,8.137080000000001,-20.07263,False
545,Bob,-20.77556,-15.422020000000002,0.34919,12.08359,-0.79389,Bayesian Inference,-9.87394,13.19764,-75.05063,6.805810000000001,-20.04862,False
377,Jorg,-27.08357,-15.353470000000002,0.38062,-12.92199,-3.97442,GMMs and Accordions,11.22585,-15.39796,-77.92281,8.37375,-19.95952,False
589,Atsuto,-15.7476,-15.39961,0.1485,13.38999,0.78945,Bayesian Inference,-5.72702,7.530939999999998,-78.05976,7.91065,-20.01949,False
365,Atsuto,-3.89611,-15.4259,-0.14419,12.26287,7.4287899999999985,Bayesian Inference,3.21909,-13.51556,-74.53314,8.624460000000001,-20.05367,False
292,Atsuto,-16.1483,-15.44643,0.26717,22.80047,-3.94518,Bayesian Inference,-2.74601,23.48551,-78.54836,9.04841,-20.08036,False
693,Jorg,-3.32676,-15.37591,-0.2751,7.325239999999999,1.62298,Bayesian Inference,-0.82075,-4.36494,-79.02519000000002,8.02652,-19.98868,False
425,Atsuto,-5.087280000000002,-15.38442,-0.20332,-7.1706,-6.11754,GMMs and Accordions,0.96866,29.22163,-73.92513000000002,7.212739999999998,-19.99975,False
523,Bob,-1.27872,-15.41619,-0.2442,17.89959,-6.75281,Bayesian Inference,16.97914,-35.36942,-77.91904,8.75503,-20.04105,False
453,Shoogee,-5.18231,-15.51086,0.08776,11.95027,1.95561,Bayesian Inference,9.60721,-5.72124,-75.01543000000002,3.98501,-20.16412,False
199,Bob,11.63102,-15.45522,-0.5393600000000001,21.13175,4.34206,GMMs and Accordions,3.95302,-5.4212,-77.65041,7.79413,-20.09178,True
110,Bob,-10.50418,-15.39667,-0.01421,13.24298,-3.29225,Bayesian Inference,-20.766,36.55023,-77.44764,6.90013,-20.01567,False
819,Bob,-35.71445999999999,-15.38897,0.71835,-15.28121,-10.2158,GMMs and Accordions,-7.20897,16.89002,-77.71512,7.92495,-20.00566,False
477,Bob,1.05314,-15.49438,-0.13534000000000002,4.17512,-1.52377,GMMs and Accordions,-2.92373,-3.94415,-78.22095999999998,7.01548,-20.14269,True
331,Jorg,-10.72876,-15.45925,0.13513,4.3028,7.28285,Bayesian Inference,2.5306900000000003,4.2128,-77.99034,7.22045,-20.09702,False
261,Bob,13.47745,-15.43286,-0.6452600000000001,7.98896,-0.22688000000000005,GMMs and Accordions,11.86911,-38.90927,-78.01613,10.00745,-20.06272,True
249,Bob,1.7165700000000002,-15.39896,-0.37261,13.88193,-2.12775,GMMs and Accordions,13.486620000000002,-30.11494,-78.40051,7.52115,-20.01865,True
445,Bob,-13.80322,-15.36344,0.0082,19.18679,-3.25991,Bayesian Inference,-12.89818,8.79006,-78.11633,10.02113,-19.97248,False
394,Bob,17.49156,-15.43692,-0.75544,-2.56691,7.53308,Bayesian Inference,3.57336,-4.804869999999998,-77.61083,6.988460000000001,-20.067999999999998,True
981,Bob,-7.63718,-15.47209,0.07242,-10.55026,-7.25075,GMMs and Accordions,-1.48603,15.7834,-79.59331999999998,10.31265,-20.11372,False
621,Atsuto,-30.50301,-15.39308,0.5726600000000001,10.80389,2.8986400000000003,Bayesian Inference,4.25521,-1.52764,-80.94569,9.44044,-20.01101,False
820,Bob,-19.916220000000006,-15.47637,0.44755,-9.21646,-3.19991,GMMs and Accordions,-6.46839,17.8787,-78.14435999999998,8.968,-20.11929,False
918,Bob,4.03556,-15.44676,-0.33264,4.161969999999998,3.91578,GMMs and Accordions,-15.41508,35.58318,-77.96454,8.36645,-20.08079,True
137,Atsuto,-28.78042,-15.37126,0.47166,13.70889,3.66734,Bayesian Inference,-2.76052,1.9654,-74.61173000000002,8.371269999999999,-19.98264,False
785,Jorg,-6.71143,-15.43635,-0.0366,-4.9237,-3.09048,GMMs and Accordions,-4.75896,-6.37104,-76.72709,8.67405,-20.06726,False
357,Shoogee,-5.79988,-15.46798,0.00838,-3.4281900000000003,-1.6060299999999998,GMMs and Accordions,2.85734,-11.97764,-74.3277,5.4570300000000005,-20.10837,False
777,Atsuto,-11.92023,-15.41107,0.06074,-2.38863,-2.77067,GMMs and Accordions,7.65344,-19.7297,-74.84437,9.35724,-20.03439,False
745,Bob,-5.07891,-15.48454,0.02469,12.14619,4.03011,Bayesian Inference,2.16951,-20.5314,-78.2028,8.74756,-20.1299,False
361,Atsuto,-34.75264,-15.38862,0.68892,21.96838,-3.50199,Bayesian Inference,10.89961,24.28882,-77.259,8.61059,-20.0052,False
