,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
70,Bob,-14.25024,-15.36188,0.01794,38.11035,1.45905,Bayesian Inference,-2.28533,17.92363,-78.56955,6.77617,-19.97045,False
71,Atsuto,-14.947,-15.447429999999999,0.23369,2.97593,-4.33349,Bayesian Inference,1.70721,5.03447,-75.82786999999999,8.02164,-20.08165,False
72,Shoogee,3.01357,-15.58365,0.009859999999999999,2.83886,2.2233099999999997,GMMs and Accordions,16.34265,-6.01922,-77.03716999999999,6.09618,-20.25875,True
73,Atsuto,2.68063,-15.49634,-0.17929,-11.92644,-4.52559,Bayesian Inference,1.8531900000000001,-5.22748,-76.74211,6.7287,-20.14525,True
74,Bob,8.84117,-15.45835,-0.44921000000000005,9.99071,0.8845700000000001,GMMs and Accordions,-23.055410000000002,35.836090000000006,-77.02928,7.15676,-20.09585,True
75,Atsuto,-27.283279999999998,-15.49095,0.69998,4.52816,2.62332,Bayesian Inference,5.88552,-11.3141,-73.86948000000001,8.651010000000001,-20.13824,False
76,Bob,7.03313,-15.461070000000001,-0.38921999999999995,0.8204299999999999,5.50787,GMMs and Accordions,-12.08395,19.94679,-77.91474000000001,6.91907,-20.09939,True
77,Atsuto,-6.1987,-15.497,0.08641,10.2745,-1.02673,Bayesian Inference,5.6116,21.15981,-79.14869,9.10351,-20.1461,False
78,Atsuto,-6.22486,-15.37266,-0.19627,-10.67195,6.85492,GMMs and Accordions,-1.24279,-38.02717,-72.20721,7.500889999999999,-19.984460000000002,False
79,Jorg,-37.397729999999996,-15.40809,0.81202,14.10009,6.35082,Bayesian Inference,-3.7029199999999998,5.86867,-76.09302,9.79396,-20.03051,False
80,Bob,-19.88428,-15.37156,0.20764000000000002,7.75943,1.66565,Bayesian Inference,8.61706,-9.7787,-77.22700999999999,7.3011800000000004,-19.98303,False
81,Atsuto,-40.55023,-15.33259,0.7337100000000001,15.7896,1.2911,Bayesian Inference,-6.17551,-4.48375,-75.86146,6.07408,-19.932370000000002,False
82,Jorg,-10.47582,-15.44004,0.08382,23.101879999999998,5.29175,Bayesian Inference,2.22097,15.22906,-73.24433,4.40536,-20.07205,False
83,Bob,17.022489999999998,-15.51167,-0.57108,11.8445,-0.91475,GMMs and Accordions,13.3393,-33.841570000000004,-77.23088,6.95447,-20.16517,True
84,Atsuto,-33.53857,-15.461929999999999,0.81995,20.040879999999998,-0.68576,Bayesian Inference,-6.29486,13.22489,-76.94625,6.33964,-20.10051,False
85,Atsuto,-25.78601,-15.502279999999999,0.6812600000000001,15.99068,7.4702399999999995,Bayesian Inference,-0.02932,3.3708,-78.57694000000001,7.50858,-20.15297,False
86,Jorg,-4.65425,-15.38161,-0.22261,24.42574,5.166519999999999,Bayesian Inference,18.407510000000002,50.138709999999996,-76.69739,7.68503,-19.99609,False
87,Jorg,-34.61638,-15.367170000000002,0.63597,18.21304,1.5777299999999999,Bayesian Inference,-0.69365,-0.99945,-76.73801999999999,9.70802,-19.977320000000002,False
88,Bob,-33.9544,-15.470089999999999,0.8509200000000001,22.59375,0.85226,Bayesian Inference,4.16766,1.33535,-77.64157,6.9042,-20.11112,False
89,Bob,0.68938,-15.47269,-0.17397,1.07064,-2.43698,GMMs and Accordions,-17.19989,38.70521,-76.76885,7.995480000000001,-20.11449,True
90,Atsuto,-32.34026,-15.33956,0.50531,15.20081,1.7073599999999998,Bayesian Inference,0.53333,-12.86708,-78.76298,7.695010000000001,-19.94143,False
91,Shoogee,-7.5368699999999995,-15.476870000000002,0.08034,-8.61722,0.93074,GMMs and Accordions,-15.01276,-17.26596,-77.22429,8.767660000000001,-20.11993,False
92,Atsuto,5.23568,-15.528939999999999,-0.18099,11.33897,1.3843,GMMs and Accordions,-6.05955,13.36386,-79.52521,9.90644,-20.18763,True
93,Shoogee,1.2046,-15.53057,-0.057339999999999995,-1.8887900000000002,-2.17208,Bayesian Inference,-12.91012,8.63861,-75.6601,5.8696,-20.18974,True
94,Jorg,-30.43481,-15.34475,0.46045,10.956489999999999,5.63854,Bayesian Inference,14.83694,3.4264900000000003,-73.16975,6.9136,-19.948179999999997,False
95,Atsuto,-18.81324,-15.482489999999999,0.42867,13.842179999999999,8.17872,Bayesian Inference,2.32056,-5.14377,-74.9093,9.884910000000001,-20.12724,False
96,Jorg,-33.11807,-15.383460000000001,0.62854,-6.04066,-3.5177099999999997,GMMs and Accordions,19.66933,-7.85658,-76.05923,7.8898600000000005,-19.9985,False
97,Bob,-10.6959,-15.38265,-0.04048,11.38725,-1.17612,Bayesian Inference,-0.31971,-2.71231,-76.5731,7.76975,-19.99744,False
98,Atsuto,-29.44578,-15.502820000000002,0.7913899999999999,0.7529600000000001,-3.51205,Bayesian Inference,2.6448099999999997,5.75039,-78.0153,7.75657,-20.15367,False
99,Bob,-13.960120000000002,-15.432929999999999,0.17128,-8.30989,-5.47596,GMMs and Accordions,-0.35877,9.90046,-79.88994,8.1909,-20.06281,False
100,Bob,-22.34696,-15.40523,0.35767,12.792860000000001,-3.94405,Bayesian Inference,-7.427219999999999,20.321189999999998,-78.58851999999999,8.31372,-20.0268,False
101,Jorg,-35.4089,-15.40823,0.75316,-7.6223600000000005,-0.46071999999999996,GMMs and Accordions,-10.76377,-42.1125,-76.63698000000001,5.58063,-20.0307,False
102,Atsuto,-2.86706,-15.480410000000001,-0.05053,22.28047,-1.73453,Bayesian Inference,-0.74542,1.89635,-76.12155,6.943460000000001,-20.12454,False
103,Bob,-37.01747,-15.42353,0.83591,14.02842,0.92845,Bayesian Inference,7.78044,-8.78607,-77.77954,8.81988,-20.05059,False
104,Atsuto,-8.68029,-15.450879999999998,0.0551,28.428259999999998,8.26709,Bayesian Inference,-2.7164200000000003,-10.88364,-72.14267,8.90627,-20.08614,False
105,Jorg,-27.545820000000003,-15.349089999999999,0.38437,-3.4447900000000002,-5.678669999999999,GMMs and Accordions,9.0522,24.25674,-77.55606999999999,12.29223,-19.95381,False
106,Bob,-27.2189,-15.36481,0.41048,-2.38255,2.32318,GMMs and Accordions,11.14462,-13.6317,-76.14881,8.88625,-19.97425,False
107,Atsuto,-27.91064,-15.43699,0.59563,18.171,6.565869999999999,Bayesian Inference,9.074869999999999,22.90886,-72.38946999999999,9.567860000000001,-20.068089999999998,False
108,Bob,-4.0864199999999995,-15.465539999999999,-0.04816,13.143229999999999,-12.202160000000001,Bayesian Inference,-3.1853700000000003,4.34105,-76.84544,9.47149,-20.1052,False
109,Jorg,-34.19039,-15.3674,0.6238199999999999,7.997,-8.64476,Bayesian Inference,0.46993,7.557110000000001,-77.58468,9.51337,-19.97762,False
110,Bob,-10.50418,-15.39667,-0.014209999999999999,13.24298,-3.29225,Bayesian Inference,-20.766,36.55023,-77.44764,6.90013,-20.01567,False
111,Atsuto,-18.02376,-15.437829999999998,0.30336,25.61605,0.67379,Bayesian Inference,-2.88755,12.43251,-76.26867,7.469589999999999,-20.06918,False
112,Atsuto,-16.14449,-15.404029999999999,0.1704,11.57877,-0.90453,Bayesian Inference,6.673539999999999,-4.14525,-71.68655,8.18165,-20.02524,False
113,Shoogee,-5.2401599999999995,-15.525620000000002,0.12315,9.85709,7.630780000000001,Bayesian Inference,2.64942,22.08868,-74.55631,5.3188699999999995,-20.183310000000002,False
114,Atsuto,-37.44865,-15.348410000000001,0.67747,18.49772,0.24485,Bayesian Inference,-6.65124,11.38182,-79.33461,6.71368,-19.95293,False
115,Bob,-32.54756,-15.3585,0.55466,15.31214,-6.30526,Bayesian Inference,18.16607,-34.08941,-79.0893,8.119,-19.96605,False
116,Atsuto,-24.309420000000003,-15.40966,0.42617,19.98347,2.75535,Bayesian Inference,0.01278,-6.69008,-76.17775,7.97063,-20.03256,False
117,Atsuto,-39.94108,-15.376170000000002,0.81493,16.72402,-1.6341,Bayesian Inference,-2.3671599999999997,-27.068179999999998,-81.18706,7.6741,-19.98902,False
118,Bob,-12.21147,-15.36925,-0.02592,10.50796,-0.39211,Bayesian Inference,-0.25263,20.89465,-77.0407,7.911969999999999,-19.98003,False
119,Atsuto,-0.55538,-15.45984,-0.16623,12.277330000000001,2.3282,Bayesian Inference,8.0123,-8.51625,-78.29106,7.185389999999999,-20.09779,False
120,Bob,-25.61417,-15.47984,0.625,-15.37305,-7.088830000000001,GMMs and Accordions,-10.99492,17.56456,-77.5678,8.15965,-20.1238,False
121,Atsuto,-36.69103,-15.35845,0.67783,-4.08298,-2.81575,GMMs and Accordions,3.1867400000000004,-21.64562,-76.85514,7.8317,-19.965989999999998,False
122,Atsuto,-3.08621,-15.490929999999999,-0.02005,15.06011,6.250430000000001,Bayesian Inference,4.342,-9.3148,-77.10688,6.95383,-20.13821,False
123,Bob,0.45269,-15.372910000000001,-0.39439,-0.5396,6.09014,Bayesian Inference,-5.347230000000001,8.45241,-77.16846,9.30997,-19.98479,True
124,Atsuto,-4.82932,-15.45408,-0.05219,-1.69488,-0.7509,GMMs and Accordions,2.54547,-5.48526,-72.96148000000001,8.007489999999999,-20.0903,False
125,Bob,-14.3492,-15.42315,0.16057000000000002,4.95121,-1.26389,Bayesian Inference,7.88598,-1.41828,-77.68434,7.39849,-20.0501,False
126,Jorg,-29.8396,-15.43976,0.65933,-12.61302,-2.53445,GMMs and Accordions,-3.00272,-17.48101,-77.87143,8.437339999999999,-20.07169,False
127,Bob,-28.715659999999996,-15.41637,0.57257,5.7279800000000005,-5.02839,Bayesian Inference,7.30434,-24.65289,-76.57453000000001,7.15199,-20.04128,False
128,Shoogee,3.0938,-15.56293,-0.03977,13.301870000000001,-0.15958,GMMs and Accordions,-7.476189999999999,32.29923,-75.18143,5.83202,-20.23181,True
129,Jorg,-14.969710000000001,-15.36876,0.055029999999999996,11.99774,2.59813,Bayesian Inference,5.38974,30.254,-76.68975999999999,9.80728,-19.97939,False
130,Jorg,-9.8605,-15.39805,-0.03021,5.6501,0.40113000000000004,Bayesian Inference,11.145760000000001,-14.6968,-78.17294,7.176019999999999,-20.01747,False
131,Bob,7.53223,-15.502120000000001,-0.31046999999999997,15.366760000000001,-3.4002,GMMs and Accordions,3.3074800000000004,1.9836599999999998,-78.92899,7.26037,-20.15276,True
132,Bob,-30.823390000000003,-15.45235,0.71732,12.81052,5.14593,Bayesian Inference,16.459570000000003,-26.20291,-78.40381,6.40051,-20.088060000000002,False
133,Shoogee,9.98541,-15.61355,-0.12944,17.30239,-3.15349,GMMs and Accordions,-13.90426,-25.0354,-76.78883,7.54515,-20.29761,True
134,Shoogee,-1.4632399999999999,-15.486279999999999,-0.07892,3.16748,-0.29738000000000003,Bayesian Inference,-9.52339,-3.41141,-72.91581,4.82064,-20.132170000000002,False
135,Atsuto,-18.309079999999998,-15.446729999999999,0.33215,18.34799,9.13424,Bayesian Inference,3.67653,12.33917,-73.36075,9.07618,-20.08075,False
136,Jorg,-22.75429,-15.42746,0.42046999999999995,22.17401,1.7997900000000002,Bayesian Inference,5.55652,32.21087,-77.89048000000001,6.1062199999999995,-20.05569,False
137,Atsuto,-28.78042,-15.371260000000001,0.47166,13.70889,3.6673400000000003,Bayesian Inference,-2.76052,1.9654,-74.61173000000001,8.371269999999999,-19.98264,False
138,Atsuto,-16.28661,-15.38585,0.13316,-2.3932900000000004,-0.25729,GMMs and Accordions,-0.0447,9.321819999999999,-76.98841,8.78843,-20.0016,False
139,Jorg,-30.343,-15.38866,0.55783,32.41205,7.930689999999999,Bayesian Inference,4.30025,-9.50048,-76.61333,7.2623,-20.00526,False
140,Bob,7.02935,-15.42869,-0.46293,7.393680000000001,-8.370560000000001,GMMs and Accordions,12.06355,-33.86308,-79.67115,5.7089,-20.05729,True
141,Atsuto,-14.34884,-15.523810000000001,0.39004,2.95512,-0.1551,Bayesian Inference,-6.76233,-10.098939999999999,-78.19259,6.9631300000000005,-20.18096,False
142,Bob,15.83705,-15.46676,-0.6381899999999999,23.994979999999998,9.551969999999999,GMMs and Accordions,-4.40546,-3.7658,-79.65326999999999,8.541030000000001,-20.10679,True
143,Shoogee,1.05155,-15.512020000000001,-0.09508,18.81733,4.50941,GMMs and Accordions,-19.288529999999998,-0.9213100000000001,-72.91548,4.96513,-20.16562,True
144,Atsuto,-10.20379,-15.3935,-0.03038,22.80095,-1.14838,Bayesian Inference,2.48907,18.8672,-78.51342,6.74678,-20.01155,False
145,Shoogee,-5.07444,-15.50361,0.06802000000000001,14.74901,11.329180000000001,Bayesian Inference,30.3334,-4.44609,-76.38673,10.66831,-20.15469,False
146,Bob,-0.80767,-15.37844,-0.34428000000000003,31.87895,6.17848,Bayesian Inference,-6.9417100000000005,1.33655,-77.01093,7.181780000000001,-19.991979999999998,False
147,Atsuto,-27.557270000000003,-15.358920000000001,0.40713,22.71795,-2.3540900000000002,Bayesian Inference,-3.03932,-20.25658,-78.41842,8.25198,-19.9666,False
148,Atsuto,-12.65325,-15.39749,0.0516,6.25842,-3.77514,Bayesian Inference,-3.2034700000000003,-5.3960300000000005,-74.7921,7.16039,-20.01674,False
149,Bob,-34.62531,-15.343020000000001,0.58119,29.657,-1.31126,Bayesian Inference,-20.839370000000002,30.6029,-79.00395,10.2829,-19.94593,False
150,Bob,8.75221,-15.39233,-0.59707,10.81072,-5.23421,GMMs and Accordions,-3.5570699999999995,16.383689999999998,-76.13165,9.08972,-20.01003,True
151,Atsuto,-21.5322,-15.45783,0.45336000000000004,-1.33428,3.7108199999999996,GMMs and Accordions,-0.17982,7.859380000000001,-78.02475,8.17014,-20.09518,False
152,Shoogee,-8.932,-15.47841,0.12536,25.96046,-4.85199,Bayesian Inference,-5.57766,-16.90004,-75.35175,5.6075800000000005,-20.12193,False
153,Atsuto,-31.86928,-15.498389999999999,0.8534,0.01793,-5.62436,Bayesian Inference,-12.74123,2.69434,-70.90809,6.37015,-20.14791,False
154,Bob,10.31423,-15.471639999999999,-0.46273000000000003,-8.31662,-11.39032,Bayesian Inference,-3.8318199999999996,-3.58742,-77.24601,5.71215,-20.113139999999998,True
155,Jorg,-6.21625,-15.410620000000002,-0.11,14.14429,6.45159,Bayesian Inference,0.6414,-8.03005,-73.18721,6.845089999999999,-20.0338,False
156,Bob,-12.87777,-15.360679999999999,-0.025639999999999996,2.1394599999999997,-3.52464,Bayesian Inference,-7.4884,23.33282,-79.47845,8.7685,-19.96888,False
157,Bob,-25.893720000000002,-15.35508,0.34886999999999996,19.22202,1.9381700000000002,Bayesian Inference,-23.50075,36.20932,-80.90491999999999,10.41279,-19.9616,False
158,Jorg,3.7362900000000003,-15.4556,-0.30358,2.3946,-1.34712,GMMs and Accordions,-6.2861400000000005,-32.541059999999995,-78.42158,8.7642,-20.09228,True
159,Shoogee,5.52707,-15.571,-0.09379,19.95221,5.34638,GMMs and Accordions,-5.50555,20.83524,-75.88506,6.31993,-20.24229,True
160,Bob,15.868839999999999,-15.497320000000002,-0.56948,-9.58893,-4.759580000000001,Bayesian Inference,12.42122,-7.21184,-76.94378,7.00731,-20.14651,True
161,Shoogee,5.2563,-15.61201,0.0077599999999999995,7.07475,-2.61725,GMMs and Accordions,1.6079,-62.174769999999995,-74.95115,4.92537,-20.29561,True
162,Bob,-31.256,-15.37975,0.56467,17.83841,3.01248,Bayesian Inference,17.91154,-37.48795,-80.71728,7.327660000000001,-19.993679999999998,False
163,Jorg,-36.76513,-15.43646,0.8578899999999999,7.89933,1.16648,Bayesian Inference,-17.59502,-10.880939999999999,-76.89175,7.266839999999999,-20.0674,False
164,Bob,21.48364,-15.452689999999999,-0.8382799999999999,1.6729900000000002,-0.11696,GMMs and Accordions,6.0302,-6.39942,-79.62564,9.03008,-20.0885,True
165,Shoogee,-1.49414,-15.50435,-0.03681,7.97293,-11.68188,Bayesian Inference,-0.63626,-0.5895100000000001,-76.95821,4.46703,-20.15566,False
166,Bob,2.23188,-15.36669,-0.46151000000000003,5.76502,-2.83449,GMMs and Accordions,-6.81425,-1.9020299999999999,-78.17935,8.5926,-19.9767,True
167,Atsuto,-22.82339,-15.42675,0.42091999999999996,12.10036,0.85124,Bayesian Inference,4.39861,13.75509,-79.52769,10.640260000000001,-20.054779999999997,False
